ticket_id,customer_id,created_date,severity,status,topic,reopened,resolution_hours,ticket_text
TICK-00215,CUST-0043,2026-04-29,P1,Escalated,workflow configuration,False,36.15,Customer reported an issue involving workflow configuration. Current status is Escalated.
TICK-00216,CUST-0043,2026-07-27,P1,Resolved,workflow configuration,False,48.27,Customer reported an issue involving workflow configuration. Current status is Resolved.
TICK-00217,CUST-0043,2026-06-27,P1,Escalated,user provisioning,True,39.29,Customer reported an issue involving user provisioning. Current status is Escalated.
TICK-00218,CUST-0043,2026-07-08,P1,Escalated,workflow configuration,False,37.95,Customer reported an issue involving workflow configuration. Current status is Escalated.
TICK-00219,CUST-0043,2026-04-22,P2,Escalated,reporting latency,False,59.8,Customer reported an issue involving reporting latency. Current status is Escalated.
TICK-00220,CUST-0044,2026-04-13,P2,Open,data export,False,11.38,Customer reported an issue involving data export. Current status is Open.
TICK-00221,CUST-0044,2026-03-21,P1,Resolved,dashboard permissions,False,12.78,Customer reported an issue involving dashboard permissions. Current status is Resolved.
TICK-00222,CUST-0044,2026-04-17,P3,Open,billing question,False,7.06,Customer reported an issue involving billing question. Current status is Open.
TICK-00223,CUST-0044,2026-06-19,P1,Resolved,reporting latency,False,13.17,Customer reported an issue involving reporting latency. Current status is Resolved.
TICK-00224,CUST-0044,2026-06-29,P1,Resolved,API authentication,False,12.14,Customer reported an issue involving API authentication. Current status is Resolved.
TICK-00225,CUST-0044,2026-04-16,P3,Resolved,workflow configuration,False,13.06,Customer reported an issue involving workflow configuration. Current status is Resolved.
TICK-00226,CUST-0044,2026-04-28,P3,Open,dashboard permissions,False,8.96,Customer reported an issue involving dashboard permissions. Current status is Open.
TICK-00227,CUST-0045,2026-05-12,P2,Open,user provisioning,False,15.05,Customer reported an issue involving user provisioning. Current status is Open.
TICK-00228,CUST-0045,2026-05-29,P1,Resolved,reporting latency,False,5.57,Customer reported an issue involving reporting latency. Current status is Resolved.
TICK-00229,CUST-0045,2026-02-19,P2,Resolved,data export,False,13.38,Customer reported an issue involving data export. Current status is Resolved.
TICK-00230,CUST-0045,2026-05-12,P3,Resolved,reporting latency,False,13.37,Customer reported an issue involving reporting latency. Current status is Resolved.
TICK-00231,CUST-0046,2026-06-07,P2,Open,workflow configuration,False,13.5,Customer reported an issue involving workflow configuration. Current status is Open.
TICK-00232,CUST-0046,2026-06-11,P1,Resolved,reporting latency,False,5.72,Customer reported an issue involving reporting latency. Current status is Resolved.
TICK-00233,CUST-0046,2026-05-21,P2,Open,API authentication,False,8.67,Customer reported an issue involving API authentication. Current status is Open.
TICK-00234,CUST-0046,2026-05-11,P2,Resolved,reporting latency,False,4.54,Customer reported an issue involving reporting latency. Current status is Resolved.
TICK-00235,CUST-0046,2026-05-04,P3,Resolved,dashboard permissions,False,2.98,Customer reported an issue involving dashboard permissions. Current status is Resolved.
TICK-00236,CUST-0047,2026-06-21,P1,Resolved,reporting latency,False,12.97,Customer reported an issue involving reporting latency. Current status is Resolved.
TICK-00237,CUST-0047,2026-07-26,P2,Resolved,API authentication,False,14.48,Customer reported an issue involving API authentication. Current status is Resolved.
TICK-00238,CUST-0048,2026-02-03,P3,Resolved,workflow configuration,False,12.07,Customer reported an issue involving workflow configuration. Current status is Resolved.
TICK-00239,CUST-0049,2026-05-22,P3,Resolved,reporting latency,False,10.66,Customer reported an issue involving reporting latency. Current status is Resolved.
TICK-00240,CUST-0049,2026-06-27,P2,Open,user provisioning,False,13.77,Customer reported an issue involving user provisioning. Current status is Open.
TICK-00241,CUST-0049,2026-03-11,P3,Open,workflow configuration,False,6.43,Customer reported an issue involving workflow configuration. Current status is Open.
TICK-00242,CUST-0049,2026-03-29,P3,Resolved,reporting latency,False,9.58,Customer reported an issue involving reporting latency. Current status is Resolved.
TICK-00243,CUST-0049,2026-02-05,P3,Resolved,workflow configuration,False,12.37,Customer reported an issue involving workflow configuration. Current status is Resolved.
TICK-00244,CUST-0050,2026-03-04,P2,Open,data export,False,44.67,Customer reported an issue involving data export. Current status is Open.
TICK-00245,CUST-0050,2026-03-17,P1,Resolved,user provisioning,True,32.46,Customer reported an issue involving user provisioning. Current status is Resolved.
TICK-00246,CUST-0050,2026-07-04,P1,Open,data export,True,51.87,Customer reported an issue involving data export. Current status is Open.
TICK-00247,CUST-0050,2026-05-25,P1,Escalated,API authentication,False,39.89,Customer reported an issue involving API authentication. Current status is Escalated.
TICK-00248,CUST-0050,2026-04-11,P1,Escalated,user provisioning,False,3.45,Customer reported an issue involving user provisioning. Current status is Escalated.
TICK-00249,CUST-0050,2026-06-10,P1,Open,user provisioning,False,12.12,Customer reported an issue involving user provisioning. Current status is Open.
TICK-00250,CUST-0050,2026-02-20,P1,Escalated,reporting latency,False,17.25,Customer reported an issue involving reporting latency. Current status is Escalated.
TICK-00251,CUST-0050,2026-05-02,P1,Open,data export,True,44.03,Customer reported an issue involving data export. Current status is Open.
TICK-00252,CUST-0050,2026-06-01,P1,Resolved,billing question,False,6.53,Customer reported an issue involving billing question. Current status is Resolved.
TICK-00253,CUST-0050,2026-02-06,P1,Open,data export,True,32.54,Customer reported an issue involving data export. Current status is Open.
TICK-00254,CUST-0050,2026-05-26,P2,Open,user provisioning,True,27.66,Customer reported an issue involving user provisioning. Current status is Open.
TICK-00255,CUST-0050,2026-04-08,P2,Resolved,workflow configuration,True,43.94,Customer reported an issue involving workflow configuration. Current status is Resolved.
TICK-00256,CUST-0050,2026-03-23,P1,Open,billing question,True,66.11,Customer reported an issue involving billing question. Current status is Open.
TICK-00257,CUST-0050,2026-02-24,P1,Open,workflow configuration,False,67.24,Customer reported an issue involving workflow configuration. Current status is Open.
TICK-00258,CUST-0050,2026-05-27,P1,Escalated,dashboard permissions,True,66.12,Customer reported an issue involving dashboard permissions. Current status is Escalated.
TICK-00259,CUST-0050,2026-03-31,P1,Open,dashboard permissions,True,8.46,Customer reported an issue involving dashboard permissions. Current status is Open.
TICK-00260,CUST-0051,2026-06-27,P3,Resolved,workflow configuration,False,8.58,Customer reported an issue involving workflow configuration. Current status is Resolved.
TICK-00261,CUST-0052,2026-03-15,P3,Resolved,dashboard permissions,False,15.46,Customer reported an issue involving dashboard permissions. Current status is Resolved.
TICK-00262,CUST-0052,2026-07-05,P3,Resolved,dashboard permissions,False,3.42,Customer reported an issue involving dashboard permissions. Current status is Resolved.
TICK-00263,CUST-0052,2026-03-18,P1,Resolved,dashboard permissions,False,8.48,Customer reported an issue involving dashboard permissions. Current status is Resolved.
TICK-00264,CUST-0052,2026-05-06,P3,Resolved,workflow configuration,False,15.05,Customer reported an issue involving workflow configuration. Current status is Resolved.
TICK-00265,CUST-0052,2026-04-04,P3,Resolved,dashboard permissions,False,4.41,Customer reported an issue involving dashboard permissions. Current status is Resolved.
TICK-00266,CUST-0052,2026-04-11,P1,Resolved,workflow configuration,False,9.06,Customer reported an issue involving workflow configuration. Current status is Resolved.
TICK-00267,CUST-0052,2026-02-15,P2,Resolved,reporting latency,False,2.68,Customer reported an issue involving reporting latency. Current status is Resolved.
TICK-00268,CUST-0053,2026-03-06,P3,Open,dashboard permissions,False,7.14,Customer reported an issue involving dashboard permissions. Current status is Open.
TICK-00269,CUST-0053,2026-04-13,P2,Resolved,data export,False,4.45,Customer reported an issue involving data export. Current status is Resolved.
TICK-00270,CUST-0053,2026-03-01,P3,Resolved,billing question,False,10.48,Customer reported an issue involving billing question. Current status is Resolved.
TICK-00271,CUST-0054,2026-02-18,P2,Resolved,API authentication,False,6.02,Customer reported an issue involving API authentication. Current status is Resolved.
TICK-00272,CUST-0055,2026-07-24,P2,Open,workflow configuration,False,12.17,Customer reported an issue involving workflow configuration. Current status is Open.
TICK-00273,CUST-0055,2026-06-15,P2,Open,workflow configuration,False,6.96,Customer reported an issue involving workflow configuration. Current status is Open.
TICK-00274,CUST-0055,2026-07-06,P1,Open,dashboard permissions,False,12.49,Customer reported an issue involving dashboard permissions. Current status is Open.
TICK-00275,CUST-0055,2026-04-06,P1,Resolved,reporting latency,False,9.04,Customer reported an issue involving reporting latency. Current status is Resolved.
TICK-00276,CUST-0055,2026-06-08,P3,Resolved,reporting latency,False,3.03,Customer reported an issue involving reporting latency. Current status is Resolved.
TICK-00277,CUST-0055,2026-05-06,P2,Resolved,workflow configuration,False,14.66,Customer reported an issue involving workflow configuration. Current status is Resolved.
TICK-00278,CUST-0055,2026-05-09,P2,Resolved,user provisioning,False,2.33,Customer reported an issue involving user provisioning. Current status is Resolved.
TICK-00279,CUST-0055,2026-06-05,P3,Resolved,reporting latency,False,8.1,Customer reported an issue involving reporting latency. Current status is Resolved.
TICK-00280,CUST-0056,2026-05-27,P1,Open,reporting latency,False,11.09,Customer reported an issue involving reporting latency. Current status is Open.
TICK-00281,CUST-0056,2026-04-19,P2,Resolved,reporting latency,False,2.23,Customer reported an issue involving reporting latency. Current status is Resolved.
TICK-00282,CUST-0056,2026-03-31,P2,Resolved,data export,False,7.59,Customer reported an issue involving data export. Current status is Resolved.
TICK-00283,CUST-0057,2026-05-07,P3,Resolved,reporting latency,False,7.82,Customer reported an issue involving reporting latency. Current status is Resolved.
TICK-00284,CUST-0057,2026-02-14,P3,Resolved,billing question,False,14.92,Customer reported an issue involving billing question. Current status is Resolved.
TICK-00285,CUST-0057,2026-04-17,P2,Resolved,user provisioning,False,8.51,Customer reported an issue involving user provisioning. Current status is Resolved.
TICK-00286,CUST-0057,2026-05-10,P2,Resolved,workflow configuration,False,6.12,Customer reported an issue involving workflow configuration. Current status is Resolved.
TICK-00287,CUST-0057,2026-06-12,P1,Resolved,API authentication,False,15.08,Customer reported an issue involving API authentication. Current status is Resolved.
TICK-00288,CUST-0057,2026-06-03,P3,Resolved,user provisioning,False,4.71,Customer reported an issue involving user provisioning. Current status is Resolved.
TICK-00289,CUST-0057,2026-06-10,P3,Resolved,API authentication,False,4.04,Customer reported an issue involving API authentication. Current status is Resolved.
TICK-00290,CUST-0057,2026-06-24,P2,Resolved,API authentication,False,9.13,Customer reported an issue involving API authentication. Current status is Resolved.
TICK-00291,CUST-0058,2026-05-26,P1,Escalated,workflow configuration,False,24.86,Customer reported an issue involving workflow configuration. Current status is Escalated.
TICK-00292,CUST-0058,2026-05-06,P1,Escalated,data export,False,55.45,Customer reported an issue involving data export. Current status is Escalated.
TICK-00293,CUST-0058,2026-02-10,P1,Open,reporting latency,False,67.31,Customer reported an issue involving reporting latency. Current status is Open.
TICK-00294,CUST-0058,2026-05-08,P1,Resolved,billing question,False,20.7,Customer reported an issue involving billing question. Current status is Resolved.
TICK-00295,CUST-0058,2026-03-09,P2,Escalated,reporting latency,False,4.93,Customer reported an issue involving reporting latency. Current status is Escalated.
TICK-00296,CUST-0058,2026-04-19,P2,Open,data export,True,57.96,Customer reported an issue involving data export. Current status is Open.
TICK-00297,CUST-0058,2026-03-11,P1,Open,API authentication,False,13.44,Customer reported an issue involving API authentication. Current status is Open.
TICK-00298,CUST-0058,2026-02-10,P1,Open,data export,False,66.06,Customer reported an issue involving data export. Current status is Open.
TICK-00299,CUST-0058,2026-03-15,P2,Escalated,workflow configuration,True,52.95,Customer reported an issue involving workflow configuration. Current status is Escalated.
TICK-00300,CUST-0059,2026-06-01,P2,Open,workflow configuration,False,9.67,Customer reported an issue involving workflow configuration. Current status is Open.
TICK-00301,CUST-0059,2026-04-26,P2,Open,reporting latency,False,11.35,Customer reported an issue involving reporting latency. Current status is Open.
TICK-00302,CUST-0059,2026-07-01,P1,Open,user provisioning,False,13.29,Customer reported an issue involving user provisioning. Current status is Open.
TICK-00303,CUST-0059,2026-04-04,P3,Resolved,data export,False,8.77,Customer reported an issue involving data export. Current status is Resolved.
TICK-00304,CUST-0059,2026-04-26,P1,Resolved,data export,False,15.62,Customer reported an issue involving data export. Current status is Resolved.
TICK-00305,CUST-0059,2026-05-15,P3,Open,user provisioning,False,13.22,Customer reported an issue involving user provisioning. Current status is Open.
TICK-00306,CUST-0060,2026-02-28,P3,Open,reporting latency,False,13.82,Customer reported an issue involving reporting latency. Current status is Open.
TICK-00307,CUST-0060,2026-03-29,P3,Resolved,reporting latency,False,14.96,Customer reported an issue involving reporting latency. Current status is Resolved.
TICK-00308,CUST-0060,2026-07-29,P1,Open,user provisioning,False,7.78,Customer reported an issue involving user provisioning. Current status is Open.
TICK-00309,CUST-0060,2026-05-14,P2,Open,user provisioning,False,6.19,Customer reported an issue involving user provisioning. Current status is Open.
TICK-00310,CUST-0060,2026-04-04,P3,Open,data export,False,15.28,Customer reported an issue involving data export. Current status is Open.
TICK-00311,CUST-0061,2026-04-22,P3,Resolved,data export,False,13.41,Customer reported an issue involving data export. Current status is Resolved.
TICK-00312,CUST-0061,2026-03-12,P2,Resolved,API authentication,False,6.67,Customer reported an issue involving API authentication. Current status is Resolved.
TICK-00313,CUST-0062,2026-03-03,P2,Resolved,data export,False,14.31,Customer reported an issue involving data export. Current status is Resolved.
TICK-00314,CUST-0062,2026-06-06,P2,Open,reporting latency,False,7.67,Customer reported an issue involving reporting latency. Current status is Open.
TICK-00315,CUST-0062,2026-04-02,P2,Resolved,workflow configuration,False,13.26,Customer reported an issue involving workflow configuration. Current status is Resolved.
TICK-00316,CUST-0062,2026-04-28,P3,Open,user provisioning,False,10.31,Customer reported an issue involving user provisioning. Current status is Open.
TICK-00317,CUST-0062,2026-02-22,P3,Resolved,API authentication,False,13.15,Customer reported an issue involving API authentication. Current status is Resolved.
TICK-00318,CUST-0062,2026-02-03,P3,Open,data export,False,8.9,Customer reported an issue involving data export. Current status is Open.
TICK-00319,CUST-0063,2026-07-29,P3,Resolved,API authentication,False,8.6,Customer reported an issue involving API authentication. Current status is Resolved.
TICK-00320,CUST-0063,2026-02-09,P3,Resolved,dashboard permissions,False,7.13,Customer reported an issue involving dashboard permissions. Current status is Resolved.
TICK-00321,CUST-0064,2026-07-21,P1,Resolved,API authentication,False,4.31,Customer reported an issue involving API authentication. Current status is Resolved.
TICK-00322,CUST-0064,2026-04-21,P2,Resolved,API authentication,False,15.95,Customer reported an issue involving API authentication. Current status is Resolved.
TICK-00323,CUST-0064,2026-02-22,P3,Open,API authentication,False,13.5,Customer reported an issue involving API authentication. Current status is Open.
TICK-00324,CUST-0064,2026-03-22,P3,Resolved,dashboard permissions,False,15.91,Customer reported an issue involving dashboard permissions. Current status is Resolved.
TICK-00325,CUST-0064,2026-02-28,P2,Open,user provisioning,False,10.62,Customer reported an issue involving user provisioning. Current status is Open.
TICK-00326,CUST-0064,2026-06-15,P3,Open,user provisioning,False,3.94,Customer reported an issue involving user provisioning. Current status is Open.
TICK-00327,CUST-0065,2026-07-06,P2,Resolved,billing question,False,12.87,Customer reported an issue involving billing question. Current status is Resolved.
TICK-00328,CUST-0065,2026-06-12,P3,Resolved,workflow configuration,False,5.13,Customer reported an issue involving workflow configuration. Current status is Resolved.
TICK-00329,CUST-0065,2026-04-14,P3,Resolved,dashboard permissions,False,6.74,Customer reported an issue involving dashboard permissions. Current status is Resolved.
TICK-00330,CUST-0065,2026-03-14,P2,Resolved,user provisioning,False,15.32,Customer reported an issue involving user provisioning. Current status is Resolved.
TICK-00331,CUST-0065,2026-04-20,P2,Open,billing question,False,13.4,Customer reported an issue involving billing question. Current status is Open.
TICK-00332,CUST-0065,2026-05-19,P3,Resolved,billing question,False,6.57,Customer reported an issue involving billing question. Current status is Resolved.
TICK-00333,CUST-0065,2026-04-03,P2,Resolved,billing question,False,4.17,Customer reported an issue involving billing question. Current status is Resolved.
TICK-00334,CUST-0065,2026-02-21,P3,Open,API authentication,False,4.07,Customer reported an issue involving API authentication. Current status is Open.
TICK-00335,CUST-0066,2026-03-05,P3,Open,API authentication,False,5.95,Customer reported an issue involving API authentication. Current status is Open.
TICK-00336,CUST-0066,2026-04-27,P2,Open,reporting latency,False,12.06,Customer reported an issue involving reporting latency. Current status is Open.
TICK-00337,CUST-0066,2026-05-23,P2,Resolved,billing question,False,11.36,Customer reported an issue involving billing question. Current status is Resolved.
TICK-00338,CUST-0066,2026-07-22,P1,Open,workflow configuration,False,6.24,Customer reported an issue involving workflow configuration. Current status is Open.
TICK-00339,CUST-0066,2026-03-26,P2,Open,API authentication,False,7.1,Customer reported an issue involving API authentication. Current status is Open.
TICK-00340,CUST-0066,2026-05-12,P3,Resolved,API authentication,False,2.68,Customer reported an issue involving API authentication. Current status is Resolved.
TICK-00341,CUST-0066,2026-04-06,P2,Resolved,dashboard permissions,False,8.97,Customer reported an issue involving dashboard permissions. Current status is Resolved.
TICK-00342,CUST-0066,2026-07-19,P2,Open,dashboard permissions,False,6.53,Customer reported an issue involving dashboard permissions. Current status is Open.
TICK-00343,CUST-0067,2026-04-25,P2,Open,user provisioning,False,15.41,Customer reported an issue involving user provisioning. Current status is Open.
TICK-00344,CUST-0067,2026-06-26,P3,Resolved,dashboard permissions,False,12.96,Customer reported an issue involving dashboard permissions. Current status is Resolved.
TICK-00345,CUST-0067,2026-04-06,P2,Resolved,data export,False,14.26,Customer reported an issue involving data export. Current status is Resolved.
TICK-00346,CUST-0068,2026-03-10,P3,Resolved,reporting latency,False,9.18,Customer reported an issue involving reporting latency. Current status is Resolved.
TICK-00347,CUST-0068,2026-06-07,P2,Resolved,billing question,False,4.53,Customer reported an issue involving billing question. Current status is Resolved.
TICK-00348,CUST-0068,2026-02-10,P3,Open,user provisioning,False,11.96,Customer reported an issue involving user provisioning. Current status is Open.
TICK-00349,CUST-0068,2026-07-08,P2,Resolved,API authentication,False,3.46,Customer reported an issue involving API authentication. Current status is Resolved.
TICK-00350,CUST-0068,2026-06-09,P3,Resolved,reporting latency,False,6.66,Customer reported an issue involving reporting latency. Current status is Resolved.
TICK-00351,CUST-0068,2026-07-19,P1,Resolved,workflow configuration,False,7.47,Customer reported an issue involving workflow configuration. Current status is Resolved.
TICK-00352,CUST-0069,2026-05-23,P3,Resolved,billing question,False,10.27,Customer reported an issue involving billing question. Current status is Resolved.
TICK-00353,CUST-0069,2026-04-16,P1,Resolved,API authentication,False,5.98,Customer reported an issue involving API authentication. Current status is Resolved.
TICK-00354,CUST-0069,2026-02-05,P2,Open,billing question,False,15.51,Customer reported an issue involving billing question. Current status is Open.
TICK-00355,CUST-0069,2026-02-17,P2,Resolved,data export,False,14.8,Customer reported an issue involving data export. Current status is Resolved.
TICK-00356,CUST-0070,2026-04-22,P1,Resolved,data export,False,5.71,Customer reported an issue involving data export. Current status is Resolved.
TICK-00357,CUST-0070,2026-07-17,P3,Resolved,billing question,False,14.66,Customer reported an issue involving billing question. Current status is Resolved.
TICK-00358,CUST-0070,2026-04-07,P2,Resolved,API authentication,False,9.43,Customer reported an issue involving API authentication. Current status is Resolved.
TICK-00359,CUST-0070,2026-02-11,P3,Resolved,reporting latency,False,7.56,Customer reported an issue involving reporting latency. Current status is Resolved.
TICK-00360,CUST-0071,2026-02-13,P3,Resolved,workflow configuration,False,13.4,Customer reported an issue involving workflow configuration. Current status is Resolved.
TICK-00361,CUST-0071,2026-06-20,P2,Resolved,workflow configuration,False,14.16,Customer reported an issue involving workflow configuration. Current status is Resolved.
TICK-00362,CUST-0071,2026-07-14,P2,Open,billing question,False,2.72,Customer reported an issue involving billing question. Current status is Open.
TICK-00363,CUST-0071,2026-06-29,P3,Open,billing question,False,9.73,Customer reported an issue involving billing question. Current status is Open.
TICK-00364,CUST-0071,2026-03-02,P3,Resolved,workflow configuration,False,12.16,Customer reported an issue involving workflow configuration. Current status is Resolved.
TICK-00365,CUST-0071,2026-03-18,P1,Open,reporting latency,False,2.2,Customer reported an issue involving reporting latency. Current status is Open.
TICK-00366,CUST-0071,2026-05-21,P3,Resolved,billing question,False,5.44,Customer reported an issue involving billing question. Current status is Resolved.
TICK-00367,CUST-0072,2026-02-06,P3,Resolved,billing question,False,12.23,Customer reported an issue involving billing question. Current status is Resolved.
TICK-00368,CUST-0072,2026-03-16,P2,Open,user provisioning,False,7.82,Customer reported an issue involving user provisioning. Current status is Open.
TICK-00369,CUST-0072,2026-05-21,P3,Open,reporting latency,False,7.06,Customer reported an issue involving reporting latency. Current status is Open.
TICK-00370,CUST-0072,2026-04-15,P2,Open,billing question,False,9.68,Customer reported an issue involving billing question. Current status is Open.
TICK-00371,CUST-0072,2026-02-18,P3,Resolved,dashboard permissions,False,3.7,Customer reported an issue involving dashboard permissions. Current status is Resolved.
TICK-00372,CUST-0072,2026-02-01,P3,Resolved,dashboard permissions,False,12.78,Customer reported an issue involving dashboard permissions. Current status is Resolved.
TICK-00373,CUST-0072,2026-04-11,P3,Resolved,dashboard permissions,False,8.32,Customer reported an issue involving dashboard permissions. Current status is Resolved.
TICK-00374,CUST-0072,2026-03-04,P1,Open,data export,False,9.15,Customer reported an issue involving data export. Current status is Open.
TICK-00375,CUST-0073,2026-07-22,P1,Resolved,dashboard permissions,False,3.17,Customer reported an issue involving dashboard permissions. Current status is Resolved.
TICK-00376,CUST-0073,2026-02-24,P2,Resolved,data export,False,13.29,Customer reported an issue involving data export. Current status is Resolved.
TICK-00377,CUST-0073,2026-06-20,P2,Open,API authentication,False,14.75,Customer reported an issue involving API authentication. Current status is Open.
TICK-00378,CUST-0073,2026-07-09,P3,Resolved,reporting latency,False,4.04,Customer reported an issue involving reporting latency. Current status is Resolved.
TICK-00379,CUST-0073,2026-03-14,P1,Open,workflow configuration,False,4.72,Customer reported an issue involving workflow configuration. Current status is Open.
TICK-00380,CUST-0073,2026-07-12,P2,Resolved,user provisioning,False,13.95,Customer reported an issue involving user provisioning. Current status is Resolved.
TICK-00381,CUST-0073,2026-05-22,P3,Open,dashboard permissions,False,13.37,Customer reported an issue involving dashboard permissions. Current status is Open.
TICK-00382,CUST-0073,2026-03-27,P3,Resolved,workflow configuration,False,10.92,Customer reported an issue involving workflow configuration. Current status is Resolved.
TICK-00383,CUST-0074,2026-03-31,P2,Open,dashboard permissions,False,8.41,Customer reported an issue involving dashboard permissions. Current status is Open.
TICK-00384,CUST-0074,2026-04-24,P2,Resolved,API authentication,False,2.51,Customer reported an issue involving API authentication. Current status is Resolved.
TICK-00385,CUST-0075,2026-02-01,P1,Resolved,API authentication,False,15.83,Customer reported an issue involving API authentication. Current status is Resolved.
TICK-00386,CUST-0075,2026-05-07,P2,Resolved,billing question,False,13.73,Customer reported an issue involving billing question. Current status is Resolved.
TICK-00387,CUST-0075,2026-04-22,P2,Resolved,reporting latency,False,13.8,Customer reported an issue involving reporting latency. Current status is Resolved.
TICK-00388,CUST-0075,2026-07-03,P1,Open,dashboard permissions,False,3.63,Customer reported an issue involving dashboard permissions. Current status is Open.
TICK-00389,CUST-0076,2026-06-02,P2,Open,workflow configuration,False,12.16,Customer reported an issue involving workflow configuration. Current status is Open.
TICK-00390,CUST-0076,2026-04-29,P3,Open,dashboard permissions,False,2.45,Customer reported an issue involving dashboard permissions. Current status is Open.
TICK-00391,CUST-0076,2026-07-14,P2,Resolved,user provisioning,False,9.52,Customer reported an issue involving user provisioning. Current status is Resolved.
TICK-00392,CUST-0077,2026-04-17,P3,Resolved,API authentication,False,15.15,Customer reported an issue involving API authentication. Current status is Resolved.
TICK-00393,CUST-0077,2026-07-21,P3,Open,user provisioning,False,13.42,Customer reported an issue involving user provisioning. Current status is Open.
TICK-00394,CUST-0077,2026-03-12,P2,Resolved,dashboard permissions,False,7.77,Customer reported an issue involving dashboard permissions. Current status is Resolved.
TICK-00395,CUST-0077,2026-02-20,P1,Resolved,API authentication,False,8.98,Customer reported an issue involving API authentication. Current status is Resolved.
TICK-00396,CUST-0077,2026-04-18,P2,Resolved,API authentication,False,15.74,Customer reported an issue involving API authentication. Current status is Resolved.
TICK-00397,CUST-0077,2026-04-25,P3,Open,API authentication,False,14.17,Customer reported an issue involving API authentication. Current status is Open.
TICK-00398,CUST-0077,2026-06-15,P1,Open,dashboard permissions,False,3.4,Customer reported an issue involving dashboard permissions. Current status is Open.
TICK-00399,CUST-0078,2026-02-25,P2,Resolved,user provisioning,False,14.44,Customer reported an issue involving user provisioning. Current status is Resolved.
TICK-00400,CUST-0078,2026-03-19,P1,Resolved,workflow configuration,False,13.21,Customer reported an issue involving workflow configuration. Current status is Resolved.
TICK-00401,CUST-0079,2026-02-13,P2,Resolved,dashboard permissions,False,12.65,Customer reported an issue involving dashboard permissions. Current status is Resolved.
TICK-00402,CUST-0079,2026-06-19,P3,Open,workflow configuration,False,15.09,Customer reported an issue involving workflow configuration. Current status is Open.
TICK-00403,CUST-0079,2026-07-27,P1,Resolved,workflow configuration,False,11.21,Customer reported an issue involving workflow configuration. Current status is Resolved.
TICK-00404,CUST-0079,2026-02-26,P2,Resolved,user provisioning,False,14.86,Customer reported an issue involving user provisioning. Current status is Resolved.
TICK-00405,CUST-0080,2026-02-24,P2,Resolved,billing question,False,2.73,Customer reported an issue involving billing question. Current status is Resolved.
TICK-00406,CUST-0080,2026-02-18,P3,Open,API authentication,False,3.5,Customer reported an issue involving API authentication. Current status is Open.
TICK-00407,CUST-0080,2026-06-03,P3,Resolved,dashboard permissions,False,7.06,Customer reported an issue involving dashboard permissions. Current status is Resolved.
TICK-00408,CUST-0080,2026-06-19,P3,Resolved,reporting latency,False,10.27,Customer reported an issue involving reporting latency. Current status is Resolved.
TICK-00409,CUST-0080,2026-06-24,P3,Resolved,user provisioning,False,4.36,Customer reported an issue involving user provisioning. Current status is Resolved.
TICK-00410,CUST-0080,2026-07-17,P1,Open,dashboard permissions,False,3.45,Customer reported an issue involving dashboard permissions. Current status is Open.
TICK-00411,CUST-0080,2026-02-05,P2,Resolved,billing question,False,11.91,Customer reported an issue involving billing question. Current status is Resolved.
TICK-00412,CUST-0081,2026-07-25,P1,Resolved,data export,False,2.07,Customer reported an issue involving data export. Current status is Resolved.
TICK-00413,CUST-0081,2026-06-14,P2,Open,dashboard permissions,False,12.22,Customer reported an issue involving dashboard permissions. Current status is Open.
TICK-00414,CUST-0081,2026-03-21,P2,Open,reporting latency,False,2.83,Customer reported an issue involving reporting latency. Current status is Open.
TICK-00415,CUST-0082,2026-07-07,P2,Resolved,dashboard permissions,False,9.39,Customer reported an issue involving dashboard permissions. Current status is Resolved.
TICK-00416,CUST-0082,2026-04-30,P3,Resolved,workflow configuration,False,7.76,Customer reported an issue involving workflow configuration. Current status is Resolved.
TICK-00417,CUST-0082,2026-06-29,P2,Resolved,reporting latency,False,10.63,Customer reported an issue involving reporting latency. Current status is Resolved.
TICK-00418,CUST-0082,2026-03-04,P2,Resolved,billing question,False,10.47,Customer reported an issue involving billing question. Current status is Resolved.
TICK-00419,CUST-0083,2026-03-02,P2,Open,reporting latency,False,12.45,Customer reported an issue involving reporting latency. Current status is Open.
TICK-00420,CUST-0084,2026-06-28,P3,Open,workflow configuration,False,3.68,Customer reported an issue involving workflow configuration. Current status is Open.
TICK-00421,CUST-0084,2026-07-22,P3,Resolved,billing question,False,2.56,Customer reported an issue involving billing question. Current status is Resolved.
TICK-00422,CUST-0084,2026-04-05,P3,Open,API authentication,False,11.58,Customer reported an issue involving API authentication. Current status is Open.
TICK-00423,CUST-0085,2026-04-12,P1,Resolved,API authentication,True,60.1,Customer reported an issue involving API authentication. Current status is Resolved.
TICK-00424,CUST-0085,2026-02-04,P2,Open,reporting latency,True,52.7,Customer reported an issue involving reporting latency. Current status is Open.
TICK-00425,CUST-0085,2026-03-04,P1,Resolved,workflow configuration,False,49.62,Customer reported an issue involving workflow configuration. Current status is Resolved.
TICK-00426,CUST-0085,2026-05-25,P1,Escalated,reporting latency,True,62.9,Customer reported an issue involving reporting latency. Current status is Escalated.
TICK-00427,CUST-0085,2026-07-20,P1,Escalated,API authentication,False,19.65,Customer reported an issue involving API authentication. Current status is Escalated.
TICK-00428,CUST-0085,2026-05-22,P2,Resolved,data export,True,38.7,Customer reported an issue involving data export. Current status is Resolved.
